"plan_name", "company","adult" ,"young_adult_age_25", "young_adult_age_24", "young_adult_age_23", "young_adult_age_22", "young_adult_age_21", "young_adult_age_20", "young_adult_age_19", "young_adult_age_18", "child_one", "child_two", "child_three", "child_four", "newborn","date"
"Company Health Plus (No Excess)","Laya","2258.58","2135.65","1889.79","1643.94","1398.08","1152.22","1006.36","1006.36","1006.36","533.73","533.73","465.4","465.4","0","2018-07-01"
"Company Health Plus (No Excess) No EAP","Laya","1962.56","1854.43","1638.18","1421.92","1205.66","989.41","873.15","873.15","873.15","559.45","559.45","463.27","463.27","0","2018-07-01"
"CompanyCare Advanced","Laya","4435","4203.25","3739.75","3276.25","2812.75","2349.25","1383.2","1383.2","1383.2","930","930","930","930","0","2018-07-01"
"CompanyCare Choice","Laya","1674.16","1580.45","1393.04","1205.62","1018.2","830.79","743.37","743.37","743.37","467.27","467.27","417.96","417.96","0","2018-07-01"
"CompanyCare Plus","Laya","2084.43","1970.21","1741.77","1513.32","1284.88","1056.44","927.99","927.99","927.99","701.71","701.71","660.29","660.29","0","2018-07-01"
"CompanyCare Starter","Laya","1621.46","1530.39","1348.24","1166.1","983.95","801.8","719.66","719.66","719.66","444.21","444.21","415.6","415.6","0","2018-07-01"
"Complete Care","Laya","3324.54","3148.31","2795.86","2443.41","2090.95","1738.5","1662.27","1662.27","1662.27","883.79","883.79","678.87","678.87","0","2018-07-01"
"Complete Simplicity","Laya","1617.35","1526.48","1344.75","1163.01","981.28","799.63","808.68","808.68","808.68","446.35","446.35","446.35","446.35","0","2018-07-01"
"Connect Care","Laya","1663.39","1570.22","1383.88","1197.54","1011.2","824.86","738.53","738.53","738.53","566.9","566.9","566.9","566.9","0","2018-07-01"
"Connect Care 100","Laya","1405.39","1325.12","1164.58","1004.04","843.5","706.37","622.43","622.43","622.43","457.84","457.84","376.86","376.86","0","2018-07-01"
"Connect Care 150","Laya","1411.63","1331.05","1169.89","1008.72","847.56","709.12","625.23","625.23","625.23","476.8","476.8","476.8","476.8","0","2018-07-01"
"Connect Choice","Laya","1472.94","1389.29","1222","1054.71","887.41","736.1","652.82","652.82","652.82","377.86","377.86","377.86","377.86","0","2018-07-01"
"Connect Simplicity","Laya","1329.55","1253.07","1100.12","947.16","795.37","673","664.78","664.78","664.78","304.88","304.88","304.88","304.88","0","2018-07-01"
"ConnectCare 500","Laya","1176.31","1176.31","1176.31","1176.31","1176.31","1176.31","1176.31","1176.31","1176.31","393.83","393.83","393.83","393.83","0","2018-07-01"
"Control 150 Connect","Laya","1193.89","1124.20","984.81","845.42","724.82","613.31","527.25","527.25","527.25","305.96","305.96","305.96","305.96","0","2018-07-01"
"Control 150 Secure","Laya","1608.78","1518.34","1337.46","1156.59","975.71","795.86","713.95","713.95","713.95","344.05","344.05","344.05","344.05","0","2018-07-01"
"Control 150 Total","Laya","1313.37","1237.70","1086.36","935.03","786.95","665.88","581.02","581.02","581.02","316.03","316.03","316.03","316.03","0","2018-07-01"
"Control 300 Connect","Laya","1133.5","1133.50","1133.5","1133.5","1133.5","1133.5","1133.5","1133.5","1133.5","293.14","293.14","293.14","293.14","0","2018-07-01"
"Control 300 Create","Laya","1187.39","1187.39","1187.39","1187.39","1187.39","1187.39","1187.39","1187.39","1187.39","279.14","279.14","279.14","279.14","0","2018-07-01"
"Control 300 Secure","Laya","1430.87","1349.33","1186.24","1023.15","860.07","717.58","633.89","633.89","633.89","307.18","307.18","307.18","307.18","0","2018-07-01"
"Control 300 Total","Laya","1162.94","1162.94","1162.94","1162.94","1162.94","1162.94","1162.94","1162.94","1162.94","283.73","283.73","283.73","283.73","0","2018-07-01"
"Control 450 Connect","Laya","924.54","924.54","924.54","924.54","924.54","924.54","924.54","924.54","924.54","239.77","239.77","239.77","239.77","0","2018-07-01"
"Control 450 Create","Laya","1075.13","1075.13","1075.13","1075.13","1075.13","1075.13","1075.13","1075.13","1075.13","246.54","246.54","246.54","246.54","0","2018-07-01"
"Control 450 Secure","Laya","1249.51","1177.03","1032.08","887.13","753.74","637.78","552.28","552.28","552.28","261.34","261.34","261.34","261.34","0","2018-07-01"
"Control 450 Total","Laya","1044.59","1044.59","1044.59","1044.59","1044.59","1044.59","1044.59","1044.59","1044.59","249.96","249.96","249.96","249.96","0","2018-07-01"
"Control 600 Connect","Laya","883.56","883.56","883.56","883.56","883.56","883.56","883.56","883.56","883.56","230.5","230.5","230.5","230.5","0","2018-07-01"
"Control 600 Create","Laya","1015.96","1015.96","1015.96","1015.96","1015.96","1015.96","1015.96","1015.96","1015.96","232.33","232.33","232.33","232.33","0","2018-07-01"
"Control 600 Secure","Laya","1139.66","1139.66","1139.66","1139.66","1139.66","1139.66","1139.66","1139.66","1139.66","237.45","237.45","237.45","237.45","0","2018-07-01"
"Control 600 Total","Laya","929.99","929.99","929.99","929.99","929.99","929.99","929.99","929.99","929.99","225.04","225.04","225.04","225.04","0","2018-07-01"
"Empower 150 Connect","Laya","3165.25","2996.99","2660.46","2323.94","1987.41","1650.89","1414.36","1414.36","1414.36","414.05","414.05","414.05","414.05","0","2018-07-01"
"Empower 150 Create","Laya","3279.8","3105.81","2757.83","2409.85","2061.87","1713.89","1465.91","1465.91","1465.91","431.55","431.55","431.55","431.55","0","2018-07-01"
"Empower 150 Secure","Laya","3452.77","3270.13","2904.85","2539.58","2174.3","1809.02","1543.75","1543.75","1543.75","443.22","443.22","443.22","443.22","0","2018-07-01"
"Empower Connect","Laya","3759.12","3561.16","3165.25","2769.34","2373.43","1977.52","1681.6","1681.6","1681.6","504.77","504.77","504.77","504.77","0","2018-07-01"
"Empower Create (No Excess)","Laya","3873.65","3669.97","3262.6","2855.24","2447.87","2040.51","1733.14","1733.14","1733.14","522.27","522.27","522.27","522.27","0","2018-07-01"
"Empower Secure","Laya","4252.62","4029.99","3584.73","3139.47","2694.2","2248.94","1903.68","1903.68","1903.68","580.16","580.16","580.16","580.16","0","2018-07-01"
"Essential","Laya","1495","1495.00","1495","1495","1495","1495","1495","1495","1495","520.99","520.99","376.79","376.79","0","2018-07-01"
"Essential Assist","Laya","772.8","772.80","772.8","772.8","772.8","772.8","772.8","772.8","772.8","294","294","278.91","278.91","0","2018-07-01"
"Essential Complete","Laya","2285.02","2160.77","1912.27","1663.77","1415.26","1166.76","1142.51","1142.51","1142.51","439.62","439.62","425.75","425.75","0","2018-07-01"
"Essential Connect Family","Laya","1290.35","1215.83","1066.8","917.76","774.98","655.75","645.18","645.18","645.18","250.53","250.53","250.53","250.53","0","2018-07-01"
"Essential Connect Health","Laya","1531.08","1531.08","1531.08","1531.08","1531.08","1531.08","1531.08","1531.08","1531.08","396.83","396.83","396.83","396.83","0","2018-07-01"
"Essential Gold","Laya","6881.88","6527.79","5819.6","5111.41","4403.22","3695.03","3440.94","3440.94","3440.94","788.06","788.06","620.2","620.2","0","2018-07-01"
"Essential Plus (Excess)","Laya","2595.3","2455.54","2176.01","1896.48","1616.95","1337.42","1297.65","1297.65","1297.65","443.75","443.75","419.57","419.57","0","2018-07-01"
"Essential Plus (No Excess)","Laya","3457.4","3274.53","2908.79","2543.05","2177.31","1811.57","1728.7","1728.7","1728.7","834.7","834.7","628.69","628.69","0","2018-07-01"
"Flex 125 Choice","Laya","2176.59","2057.76","1820.1","1582.44","1344.78","1107.12","1088.3","1088.3","1088.3","570.95","570.95","570.95","570.95","0","2018-07-01"
"Flex 125 Explore","Laya","1653.5","1653.50","1653.5","1653.5","1653.5","1653.5","1653.5","1653.5","1653.5","343.36","343.36","343.36","343.36","0","2018-07-01"
"Flex 125 Plus","Laya","1882.27","1778.16","1569.93","1361.7","1153.48","945.25","941.14","941.14","941.14","438.21","438.21","438.21","438.21","0","2018-07-01"
"Flex 175 Choice","Laya","1697.39","1602.52","1412.78","1223.04","1033.3","843.56","848.7","848.7","848.7","506.44","506.44","506.44","506.44","0","2018-07-01"
"Flex 175 Explore","Laya","1203.93","1203.93","1203.93","1203.93","1203.93","1203.93","1203.93","1203.93","1203.93","360.28","360.28","360.28","360.28","0","2018-07-01"
"Flex 175 Plus","Laya","1574.49","1574.49","1574.49","1574.49","1574.49","1574.49","1574.49","1574.49","1574.49","431.95","431.95","431.95","431.95","0","2018-07-01"
"Flex 250 Choice","Laya","1540.05","1540.05","1540.05","1540.05","1540.05","1540.05","1540.05","1540.05","1540.05","557.35","557.35","557.35","557.35","0","2018-07-01"
"Flex 250 Explore","Laya","1092.19","1092.19","1092.19","1092.19","1092.19","1092.19","1092.19","1092.19","1092.19","267.71","267.71","267.71","267.71","0","2018-07-01"
"Flex 250 Plus","Laya","1304.25","1304.25","1304.25","1304.25","1304.25","1304.25","1304.25","1304.25","1304.25","424.46","424.46","424.46","424.46","0","2018-07-01"
"Flex 375 Choice","Laya","1331.12","1331.12","1331.12","1331.12","1331.12","1331.12","1331.12","1331.12","1331.12","452.4","452.4","452.4","452.4","0","2018-07-01"
"Flex 375 Explore","Laya","1032.03","1032.03","1032.03","1032.03","1032.03","1032.03","1032.03","1032.03","1032.03","273.2","273.2","273.2","273.2","0","2018-07-01"
"Flex 375 Plus","Laya","1120.97","1120.97","1120.97","1120.97","1120.97","1120.97","1120.97","1120.97","1120.97","360.26","360.26","360.26","360.26","0","2018-07-01"
"Flex 500 Choice","Laya","1317.69","1317.69","1317.69","1317.69","1317.69","1317.69","1317.69","1317.69","1317.69","485.78","485.78","485.78","485.78","0","2018-07-01"
"Flex 500 Explore","Laya","838.41","838.41","838.41","838.41","838.41","838.41","838.41","838.41","838.41","224.16","224.16","224.16","224.16","0","2018-07-01"
"Flex 500 Plus","Laya","1068.75","1068.75","1068.75","1068.75","1068.75","1068.75","1068.75","1068.75","1068.75","369.58","369.58","369.58","369.58","0","2018-07-01"
"Future Protect","Laya","635.3","635.30","635.3","635.3","635.3","635.3","635.3","635.3","635.3","181.83","181.83","181.83","181.83","0","2018-07-01"
"Future Protect Choice","Laya","769.17","769.17","769.17","769.17","769.17","769.17","769.17","769.17","769.17","313.02","313.02","313.02","313.02","0","2018-07-01"
"Future Protect Plus","Laya","683.28","683.28","683.28","683.28","683.28","683.28","683.28","683.28","683.28","252.89","252.89","252.89","252.89","0","2018-07-01"
"Health Manager Gold","Laya","8009.33","7598.86","6777.93","5957","5136.06","4315.13","4004.67","4004.67","4004.67","1171.31","1171.31","917.04","917.04","0","2018-07-01"
"Health Manager Silver","Laya","5293.24","5018.58","4469.25","3919.93","3370.61","2821.28","2646.62","2646.62","2646.62","1124.81","1124.81","873.96","873.96","0","2018-07-01"
"Health Protect","Laya","258.65","258.65","258.65","258.65","258.65","258.65","258.65","258.65","258.65","100.6","100.6","0","0","0","2018-07-01"
"Health Secure Plus","Laya","1827.01","1725.66","1522.96","1320.26","1117.56","914.86","812.15","812.15","812.15","518.5","518.5","518.5","518.5","0","2018-07-01"
"Health Sense (Excess)","Laya","1535.1","1448.35","1274.84","1101.33","927.82","763.45","680.8","680.8","680.8","480.95","480.95","401.03","401.03","0","2018-07-01"
"Health Sense Complete","Laya","1376.1","1376.10","1376.1","1376.1","1376.1","1376.1","1376.1","1376.1","1376.1","386.42","386.42","386.42","386.42","0","2018-07-01"
"Health Sense Connect","Laya","1274.66","1274.66","1274.66","1274.66","1274.66","1274.66","1274.66","1274.66","1274.66","393.24","393.24","393.24","393.24","0","2018-07-01"
"Health Smart","Laya","2211.69","2091.11","1849.94","1608.77","1367.6","1126.43","1105.85","1105.85","1105.85","506.82","506.82","506.82","506.82","0","2018-07-01"
"Health Smart Family","Laya","2834.06","2682.36","2378.95","2075.55","1772.14","1468.73","1417.03","1417.03","1417.03","833.56","833.56","833.56","833.56","0","2018-07-01"
"HealthManager","Laya","4579.49","4340.52","3862.57","3384.62","2906.67","2428.72","2289.75","2289.75","2289.75","1110.06","1110.06","859.19","859.19","0","2018-07-01"
"HealthManager First","Laya","1931.55","1824.97","1611.82","1398.66","1185.51","972.35","965.78","965.78","965.78","627.84","627.84","583.64","583.64","0","2018-07-01"
"Ideal Simplicity","Laya","1354.47","1276.75","1121.3","965.85","810.41","683.97","677.24","677.24","677.24","373.07","373.07","373.07","373.07","0","2018-07-01"
"Precision 150 Connect","Laya","877.26","877.26","877.26","877.26","877.26","877.26","877.26","877.26","877.26","249.06","249.06","249.06","249.06","0","2018-07-01"
"Precision 150 Create","Laya","1074.93","1074.93","1074.93","1074.93","1074.93","1074.93","1074.93","1074.93","1074.93","269.66","269.66","269.66","269.66","0","2018-07-01"
"Precision 150 Total","Laya","988.95","988.95","988.95","988.95","988.95","988.95","988.95","988.95","988.95","261.06","261.06","261.06","261.06","0","2018-07-01"
"Precision 300 Connect","Laya","794.1","794.10","794.1","794.1","794.1","794.1","794.1","794.1","794.1","230.98","230.98","230.98","230.98","0","2018-07-01"
"Precision 300 Create","Laya","995","995.00","995","995","995","995","995","995","995","251.59","251.59","251.59","251.59","0","2018-07-01"
"Precision 300 Total","Laya","912.7","912.70","912.7","912.7","912.7","912.7","912.7","912.7","912.7","242.99","242.99","242.99","242.99","0","2018-07-01"
"Precision 450 Connect","Laya","728.46","728.46","728.46","728.46","728.46","728.46","728.46","728.46","728.46","206.68","206.68","206.68","206.68","0","2018-07-01"
"Precision 450 Create","Laya","916.62","916.62","916.62","916.62","916.62","916.62","916.62","916.62","916.62","226.66","226.66","226.66","226.66","0","2018-07-01"
"Precision 450 Total","Laya","830.65","830.65","830.65","830.65","830.65","830.65","830.65","830.65","830.65","218.33","218.33","218.33","218.33","0","2018-07-01"
"Precision 600 Connect","Laya","667.4","667.40","667.4","667.4","667.4","667.4","667.4","667.4","667.4","189.43","189.43","189.43","189.43","0","2018-07-01"
"Precision 600 Create","Laya","840.29","840.29","840.29","840.29","840.29","840.29","840.29","840.29","840.29","209.43","209.43","209.43","209.43","0","2018-07-01"
"Precision 600 Total","Laya","763.45","763.45","763.45","763.45","763.45","763.45","763.45","763.45","763.45","201.09","201.09","201.09","201.09","0","2018-07-01"
"Simplicity","Laya","1231.97","1160.37","1017.17","873.98","744.62","630.06","615.99","615.99","615.99","285.26","285.26","285.26","285.26","0","2018-07-01"
"Simply Connect","Laya","1100","1035.00","905","780","676","572","550","550","550","275.26","275.26","275.26","275.26","0","2018-07-01"
"Simply Health (excess)","Laya","1374.68","1295.95","1138.48","981.01","823.54","692.86","608.61","608.61","608.61","374.1","374.1","334.73","334.73","0","2018-07-01"
"Simply Health Choice","Laya","1150","1082.50","947.5","812.5","702","594","507.5","507.5","507.5","276","276","276","276","0","2018-07-01"
"Simply Health Connect","Laya","1451.68","1369.10","1203.93","1038.76","873.59","726.74","643.26","643.26","643.26","450.57","450.57","450.57","450.57","0","2018-07-01"
"Simply Health Plus","Laya","1475.74","1391.95","1224.38","1056.81","889.23","737.33","737.87","737.87","737.87","465.49","465.49","405.97","405.97","0","2018-07-01"
"SimplyHealth Starter","Laya","1240.04","1168.04","1024.03","880.03","748.82","633.62","548.02","548.02","548.02","310.09","310.09","280.28","280.28","0","2018-07-01"
"Total Health Choice","Laya","1720.53","1624.50","1432.45","1240.4","1048.34","856.29","764.24","764.24","764.24","431.36","431.36","431.36","431.36","0","2018-07-01"
"Total Health Complete","Laya","1404.67","1404.67","1404.67","1404.67","1404.67","1404.67","1404.67","1404.67","1404.67","401.97","401.97","366.66","366.66","0","2018-07-01"
"Total Health Complete 175","Laya","1307.43","1307.43","1307.43","1307.43","1307.43","1307.43","1307.43","1307.43","1307.43","376.83","376.83","344.08","344.08","0","2018-07-01"
"Total Health Extra","Laya","1784.93","1685.68","1487.19","1288.7","1090.2","891.71","793.22","793.22","793.22","483.8","483.8","483.8","483.8","0","2018-07-01"
"Total Health No Excess","Laya","1983.72","1874.53","1656.16","1437.79","1219.42","1001.05","882.67","882.67","882.67","565.3","565.3","565.3","565.3","0","2018-07-01"
"Total Health Plus","Laya","1494.93","1410.18","1240.69","1071.2","901.7","745.77","747.47","747.47","747.47","493.23","493.23","493.23","493.23","0","2018-07-01"
"Total Health Select","Laya","2125.16","2008.90","1776.39","1543.87","1311.35","1078.84","946.32","946.32","946.32","590.6","590.6","570","570","0","2018-07-01"
"Advantage 125 Choice","Laya","1544.85","1387.81","1213.33","1038.84","864.36","711.9","772.43","772.43","772.43","384.32","0","0","0","0","2016-03-01"
"Advantage 125 Explore","Laya","1153.57","1153.57","1153.57","1153.57","1153.57","1153.57","1153.57","1153.57","1153.57","245.2","0","0","0","0","2016-03-01"
"Advantage 125 Plus","Laya","1316.2","1179.74","1028.12","876.5","739.9","618.61","658.1","658.1","658.1","303.46","0","0","0","0","2016-03-01"
"Assure Health ","Laya","572.4","572.40","572.4","572.4","572.4","572.4","572.4","572.4","572.4","184.54","184.54","184.54","184.54","0","2016-03-01"
